User,Tweet ID,Date Created,Source of Tweet,Tweet,labelling,tweet2
dewifebriany,1.58e+18,2022-10-23 09:38:08+00:00,Twitter for Android,"@IndonesiaGaruda sore min, mau tanya dong saya ada rencana mau menggunakan maskapai citilink, untuk syarat penerbangan naik citilink apakah harus booster? Tq",1.0,sore min mau tanya dong saya ada rencana mau menggunakan maskapai citilink untuk syarat penerbangan naik citilink apakah harus booster tq
anggadwia_,1.58e+18,2022-10-23 09:14:30+00:00,Twitter for iPhone,"@puttrickstar W tp citilink jg gini put, gatau deh maskapai indo lg pd aneh. Kmrn tmn gw garuda jg sempet digeser2 gini flightnya",0.0,w tp citilink jg gini put gatau deh maskapai indo lg pd aneh kmrn tmn gw garuda jg sempet gini flightnya
raja_trip,1.58e+18,2022-10-23 08:15:49+00:00,twittbot.net,"Sedia Tiket Promo Pesawat 24jam !! "" Lion Air, Citilink, Mandala, Tiger airways, Air Asia, Sriwijaya, Merpati Airlines"" Tunggu Apa lagi !!!",1.0,sedia tiket promo pesawat lion air citilink mandala tiger airways air asia sriwijaya merpati airlines tunggu apa lagi
AbizanPAmran,1.58e+18,2022-10-23 06:40:18+00:00,Twitter for Android,@jalur5_ Dah emang bener sih kalo ada jadwal itinerary yang harus diikutin dengan ketat mendingan pake Citilink atau Garuda,2.0,dah emang bener sih kalo ada jadwal itinerary yang harus diikutin dengan ketat mendingan pake citilink atau garuda
1998ur_,1.58e+18,2022-10-23 06:18:54+00:00,Twitter for Android,@Haechanbebey Tiket balik di 600an citilink yankk,1.0,tiket balik di citilink yankk
qonitahpuspita,1.58e+18,2022-10-23 05:56:05+00:00,Twitter for iPhone,FYI GUYS FLIGHT DESEMBER CGK-SUB SEKARANG CUMAN 822k PAKE CITILINK&lt;3,1.0,fyi guys flight desember cgksub sekarang cuman pake
carrotssi,1.58e+18,2022-10-23 05:13:48+00:00,Twitter for Android,"Halo admin, tolong cek dm ya @Citilink",1.0,halo admin tolong cek dm ya
Billdogggg,1.58e+18,2022-10-23 03:59:43+00:00,Twitter for Android,Pake apa itu kita? Batik/citilink? Aing jawab transnusa ih apaan eta aman ga? Si bngsdbngsd,1.0,pake apa itu kita batikcitilink aing jawab transnusa ih apaan eta aman ga si bngsdbngsd
jaeyongnuna,1.58e+18,2022-10-23 02:49:32+00:00,Twitter for iPhone,@Citilink cek dm,1.0,cek dm
truzmeitworks,1.58e+18,2022-10-23 02:13:47+00:00,Twitter for Android,@peachyjaehyon Sy citilink kak karena suka terminal 3 wkwkwk,2.0,sy citilink kak karena suka terminal wkwkwk
aryokekeongan,1.58e+18,2022-10-23 01:58:53+00:00,Twitter for Android,"@pandji Air asia, batik udah gak deh. Citilink udah paling bener ada pantunnya.",2.0,air asia batik udah gak deh citilink udah paling bener ada pantunnya
ikhwan_AP,1.58e+18,2022-10-23 00:27:45+00:00,Twitter for Android,@gocengandua @pandji Lion grup ttp..LCC menurut aq yg bagus ya Citilink kalo GK air asia,0.0,lion grup ttplcc menurut aq yg bagus ya citilink kalo gk air asia
contactap2,1.58e+18,2022-10-23 00:18:36+00:00,Twitter Web App,@hendryguntur Halo kak. Kami informasikan untuk maskapai Citilink berada di Terminal 3 ya kak. Tks. -Axel,1.0,halo kak kami informasikan untuk maskapai citilink berada di terminal ya kak tks axel
hendryguntur,1.58e+18,2022-10-23 00:13:16+00:00,Twitter for Android,"@contactap2 min, citilink jkt-banjarmasin terminal brp ya?",1.0,min citilink jktbanjarmasin terminal brp ya
Kasoel123,1.58e+18,2022-10-22 23:39:36+00:00,Twitter Web App,@Citilink bagaimana saya mengajukan tiket penerbangan grup,1.0,bagaimana saya mengajukan tiket penerbangan grup
dannyditimor,1.58e+18,2022-10-22 23:17:21+00:00,Twitter for Android,"@Citilink Halo citilink, saya mau menggeser jadwal penerbangan..bagaimana caranya? Berapa biayanya? Makasih...",1.0,halo citilink saya mau menggeser jadwal penerbanganbagaimana caranya berapa biayanya makasih
raja_trip,1.58e+18,2022-10-22 20:15:49+00:00,twittbot.net,"Sedia Tiket Promo Pesawat 24jam !! "" Lion Air, Citilink, Mandala, Tiger airways, Air Asia, Sriwijaya, Merpati Airlines"" Tunggu Apa lagi !!!",1.0,sedia tiket promo pesawat lion air citilink mandala tiger airways air asia sriwijaya merpati airlines tunggu apa lagi
eggplex,1.58e+18,2022-10-22 17:46:24+00:00,Twitter for iPhone,"@yurayunita Pengalaman yg sering terbang domestik mending minimal citilink dah,  batik rada2 sering bgt mindahin jadwal harap2 cemas.",1.0,pengalaman yg sering terbang domestik mending minimal citilink dah batik sering bgt mindahin jadwal cemas
aprysetiyady,1.58e+18,2022-10-22 16:15:44+00:00,Twitter for Android,"@pandji uda paling bener pake citilink mas, ngeluhnya cuma cape jalan kaki di terminal 3",2.0,uda paling bener pake citilink mas ngeluhnya cuma cape jalan kaki di terminal
dardar20_o,1.58e+18,2022-10-22 15:39:06+00:00,Twitter for Android,"@SoriZulham @pandji Kalo ga garuda, citilink",2.0,kalo ga garuda citilink
arinmolala,1.58e+18,2022-10-22 14:36:58+00:00,Twitter for Android,"Wts tiket Citilink 
Valid until Tanggal 25 Oktober
Nominal 367
Harga 230k nett",1.0,wts tiket citilink valid until tanggal oktober nominal harga nett
dulcoet,1.58e+18,2022-10-22 13:48:11+00:00,Twitter Web App,tumben ada citilink murah? atau gue yang baru tau citilink sbnrnya kaga mahal amat... https://t.co/NUMdO4gbBQ,1.0,tumben ada citilink murah atau gue yang baru tau citilink sbnrnya kaga mahal amat
poltekbangsby,1.58e+18,2022-10-22 13:46:40+00:00,Twitter for iPhone,"Technology PT. Citilink Indonesia
- Prof. Dr. Ir. Agus Taufik Mulyono, S.T., M.T., IPU., Asean. Eng. sebagai Ketua Umum Masyarakat Transportasi Indonesia (MTI)

Penampilan Follow Be Band &amp; Sanggar Tari Gitomaron yang menampilkan tarian ""Tari Tabebuya"".

Acara yang dilaksanakanâ€¦ https://t.co/BB7i5XhFfY",1.0,technology pt citilink indonesia prof dr ir agus taufik mulyono st mt ipu asean eng sebagai ketua umum masyarakat transportasi indonesia mti penampilan follow be band amp sanggar tari gitomaron yang menampilkan tarian tari tabebuya acara yang dilaksanakanâ€¦
madHink,1.58e+18,2022-10-22 13:09:40+00:00,Twitter for Android,@yurayunita Kayaknya batik belum siap nih dengan mulai ramenya penerbangan. Padahal dulu paling gw andalin selain citilink. Sayang banget. Ayo batikair benerin lagi layanannya.,1.0,kayaknya batik belum siap nih dengan mulai ramenya penerbangan padahal dulu paling gw andalin selain citilink sayang banget ayo batikair benerin lagi layanannya
Tunjungg_,1.58e+18,2022-10-22 11:39:46+00:00,Twitter for iPhone,"@Citilink halo admin, tlg cek DM. Thx",1.0,halo admin tlg cek dm thx
dimvarYbryatta,1.58e+18,2022-10-22 11:04:13+00:00,Twitter Web App,"Hari ini aa ke gedung kesenian rumentang siang di jalan baranang siang kosambi dalam rangka tugas pelajaran seni budaya.
Dimvar main ke festival citilink pake sepeda dorong, tapi ga boleh masuk lottemart karena kaka pake sepatu roda.",1.0,hari ini aa ke gedung kesenian rumentang siang di jalan baranang siang kosambi dalam rangka tugas pelajaran seni budaya dimvar main ke festival citilink pake sepeda dorong tapi ga boleh masuk lottemart karena kaka pake sepatu roda
IrchamAganovi,1.58e+18,2022-10-22 09:45:33+00:00,Twitter for Android,"@mdiko Mgkn strateginya kayak aqua dan vit, garuda dan citilink",1.0,mgkn strateginya kayak aqua dan vit garuda dan citilink
de_ram20,1.58e+18,2022-10-22 09:22:45+00:00,Twitter for iPhone,"Emang paling bener kalo low cost airline make Citilink, Batik suka geser2 jadwalðŸ¤£",2.0,emang paling bener kalo low cost airline make citilink batik suka jadwalðÿ¤£
leilyarahmiw,1.58e+18,2022-10-22 08:58:53+00:00,Twitter for iPhone,astaghfirullahaladzim citilink,1.0,astaghfirullahaladzim citilink
EllaZefa,1.58e+18,2022-10-22 08:24:35+00:00,Twitter for Android,@al_fianna @maketopi Bukane citilink halim ke adi sucipto ya,1.0,bukane citilink halim ke adi sucipto ya
raja_trip,1.58e+18,2022-10-22 08:15:48+00:00,twittbot.net,"Sedia Tiket Promo Pesawat 24jam !! "" Lion Air, Citilink, Mandala, Tiger airways, Air Asia, Sriwijaya, Merpati Airlines"" Tunggu Apa lagi !!!",1.0,sedia tiket promo pesawat lion air citilink mandala tiger airways air asia sriwijaya merpati airlines tunggu apa lagi
arganalendra,1.58e+18,2022-10-22 08:06:01+00:00,Twitter for Android,"@LukasGuntur @pandji Dari pengalaman pribadi sy yg setiap bln selalu pulkam, rata2 jadwal batik hampir mirip dgn garuda, dan citilink dgn lion. Bedanya, lion grup menggabungkan bbrp flight number ke 1 flight number utk diterbangkan. Sedangkan garuda grup ",1.0,dari pengalaman pribadi sy yg setiap bln selalu pulkam jadwal batik hampir mirip dgn garuda dan citilink dgn lion bedanya lion grup menggabungkan bbrp flight number ke flight number utk diterbangkan sedangkan garuda grup
JustCavalheiro,1.58e+18,2022-10-22 06:44:00+00:00,Twitter for Android,"@yurayunita Sebisa mungkin pakai garuda, atau citilink.
Sampe udah ga ada pilihan lain, atau even jalan darat udah kelamaan, dan sangat2 butuh buru2 barulah pake grup mereka.",2.0,sebisa mungkin pakai garuda atau citilink sampe udah ga ada pilihan lain atau even jalan darat udah kelamaan dan butuh barulah pake grup mereka
ManWhoLicks,1.58e+18,2022-10-22 06:32:39+00:00,Twitter for Android,"Lion Group itu emang problematik, tapi dengan gitu, mereka bisa sustain.. mau ngarepin Garuda/Sriwijaya buat masuk segmen LCC ko hopeless bener (Citilink did a great job tho) https://t.co/dGtJj6q8lf",1.0,lion group itu emang problematik tapi dengan gitu mereka bisa sustain mau ngarepin garudasriwijaya buat masuk segmen lcc ko hopeless bener citilink did a great job tho
ghifaripp,1.58e+18,2022-10-22 05:50:15+00:00,Twitter for iPhone,"@yurayunita Keunggulan Batik tuh emg ada kelas bisnisnya sihâ€¦ Jadi orang yg emg standarnya naik bisnis, cenderung pilih Batik dibanding Citilink (kalau Garuda tidak ada rutenya atau penuh).. 
ayo garuda semakin diperbanyak frekuensinya kaya dulu.. Biar ",1.0,keunggulan batik tuh emg ada kelas bisnisnya sihâ€¦ jadi orang yg emg standarnya naik bisnis cenderung pilih batik dibanding citilink kalau garuda tidak ada rutenya atau penuh ayo garuda semakin diperbanyak frekuensinya kaya dulu biar
ahafid,1.58e+18,2022-10-22 05:36:41+00:00,Twitter for Android,@Citilink terima kasih telah terbang dgn tepat waktu dan very smooth landing at Juanda Airport from #NgurahRaiAirport https://t.co/GqJOC2DBQ2,2.0,terima kasih telah terbang dgn tepat waktu dan very smooth landing at juanda airport from
bwonlinetravel,1.58e+18,2022-10-22 05:11:46+00:00,WordPress.com,Cara Pesan Kursi Roda Citilink Sebelum MelakukanÂ Pemesanan https://t.co/D275OxsWAU,1.0,cara pesan kursi roda citilink sebelum melakukanâ pemesanan
LfcRendang,1.58e+18,2022-10-22 05:09:37+00:00,Twitter for iPhone,@Citilink halo saya mau redeem missing mile gimana ya caranya https://t.co/wjs6z2Yuxe,1.0,halo saya mau redeem missing mile gimana ya caranya
nabella____,1.58e+18,2022-10-22 04:38:12+00:00,Twitter for iPhone,"Sama sama ada final call untuk pesawat masing2. Ibunya masih dibelakang, aku taro tasnya didepan gate terus aku bilang ke karyawan citilink ini tas ibunya mau boarding sambil nunjuk ibunya biar ditungguin.",1.0,sama sama ada final call untuk pesawat ibunya masih dibelakang aku taro tasnya didepan gate terus aku bilang ke karyawan citilink ini tas ibunya mau boarding sambil nunjuk ibunya biar ditungguin
Lenlen_218,1.58e+18,2022-10-22 04:26:51+00:00,Twitter Web App,"@Citilink Siang kakak admin, 
Saya ingin menyampaikan kekecewaan saya atas Citilink, dengan mengubah jadwal flight dr Jkt - Tj. Pandan dr 25 okt ke 26 okt, saya jadi rugi di biaya reschedule flight pulang dan reschedule biaya hotel yang cukup banyak. Sang",0.0,siang kakak admin saya ingin menyampaikan kekecewaan saya atas citilink dengan mengubah jadwal flight dr jkt tj pandan dr okt ke okt saya jadi rugi di biaya reschedule flight pulang dan reschedule biaya hotel yang cukup banyak sang
dishub_bwi,1.58e+18,2022-10-22 04:03:11+00:00,Twitter for Android,"Info Bandara Internasional Banyuwangi Weekend â˜ï¸

ðŸ›« JAKARTA

BATIK AIR - 22 Oktober 2022
ID6591 - (Boeing 738)
REG : PK-LDI
RUTE : BWX-CGK 
AIRBORNE: 08.26 Lt

CITILINK - 22 Oktober 2022
QG0701 - (A320)
REG : PK-GLK
RUTE : BWX-CGK
AIRBORNE:10.51Lt https://t.co/P7XNz5PfyT",1.0,info bandara internasional banyuwangi weekend â˜ï¸ ðÿ›« jakarta batik air oktober boeing reg pkldi rute bwxcgk airborne lt citilink oktober reg pkglk rute bwxcgk
ebenejeer,1.58e+18,2022-10-22 03:26:54+00:00,Twitter for Android,"Bulan lalu ngobrol sama karyawan Indomaret di Bandara Silangit. Mereka kasih gelar 

Citilink si paling suka delay 
Batik Air si paling suka cancel 

Ternyata real https://t.co/grr64k25AE",0.0,bulan lalu ngobrol sama karyawan indomaret di bandara silangit mereka kasih gelar citilink si paling suka delay batik air si paling suka cancel ternyata real
rizkopet,1.58e+18,2022-10-22 03:17:12+00:00,Twitter for Android,citilink keren bgt ada banyak vape didalem pesawatnya https://t.co/4zAJ4Acr6i,2.0,citilink keren bgt ada banyak vape didalem pesawatnya
bimantara_team,1.58e+18,2022-10-22 02:50:47+00:00,Instagram,"Selamat Terbang Mitra Bimantara
SUB - PNK
Citilink QG418 @ Juanda International Airport Surabaya https://t.co/EnkxbuZCYU",1.0,selamat terbang mitra bimantara sub pnk citilink juanda international airport surabaya
bigyog69,1.58e+18,2022-10-22 02:34:34+00:00,Twitter for Android,"@maketopi @al_fianna Ada mas, ke halim. Citilink. Tapi cuma 1x sehari.
Sepertinya sudah dibuka kembali, karena kmrin halim tutup untuk renovasi.",1.0,ada mas ke halim citilink tapi cuma sehari sepertinya sudah dibuka kembali karena kmrin halim tutup untuk renovasi
runananala,1.58e+18,2022-10-22 02:07:09+00:00,Twitter for Android,"Ya Allah begini amat ya nasib rakyat jelata. Ingin berusaha utk dapat refund uang 1,7jt++ dari @IndonesiaGaruda @GarudaCares sampe kaya mengemis memohon tetep gak bisa. Padahal order tiket citilink di @tiket bisa di refund uang. ðŸ˜­ðŸ˜­ðŸ˜­",0.0,ya allah begini amat ya nasib rakyat jelata ingin berusaha utk dapat refund uang dari sampe kaya mengemis memohon tetep gak bisa padahal order tiket citilink di bisa di refund uang ðÿ˜­ðÿ˜­ðÿ˜­
speedymeter,1.58e+18,2022-10-22 01:49:30+00:00,Twitter Web App,"Hi @Citilink boleh tolong dibantu kenapa akun saya tidak bisa login di page member https://t.co/GeLRLQTZFD ya? Ketika reset password diinfokan bahwa email saya inactive, padahal email saya exist, terima kasih.",1.0,hi boleh tolong dibantu kenapa akun saya tidak bisa login di page member ya ketika reset password diinfokan bahwa email saya inactive padahal email saya exist terima kasih
TiketPesawatPro,1.58e+18,2022-10-21 17:27:37+00:00,twittbot.net,#backpacker #backpackers #backpackerindonesia tiket pesawat murah ke bali citilink KLIK https://t.co/xaAlCMxF2U,1.0,tiket pesawat murah ke bali citilink klik
raja_trip,1.58e+18,2022-10-21 15:15:48+00:00,twittbot.net,"Sedia Tiket Promo Pesawat 24jam !! "" Lion Air, Citilink, Mandala, Tiger airways, Air Asia, Sriwijaya, Merpati Airlines"" Tunggu Apa lagi !!!",1.0,sedia tiket promo pesawat lion air citilink mandala tiger airways air asia sriwijaya merpati airlines tunggu apa lagi
Lenlen_218,1.58e+18,2022-10-21 15:01:39+00:00,Twitter Web App,"Kecewa ama @Citilink ganti jdwal dr yg tgl 25 okt ke 26 okt utk flight Jkt - Tjg Pandan, saya jd rugi ckup byk mulai dr reschedule flight pulang, reschedule hotel yg otomatis nambah bayar n kudu nyari hotel utk stay 1 malam di Jkt",0.0,kecewa ama ganti jdwal dr yg tgl okt ke okt utk flight jkt tjg pandan saya jd rugi ckup byk mulai dr reschedule flight pulang reschedule hotel yg otomatis nambah bayar n kudu nyari hotel utk stay malam di jkt
JRKAceh,1.58e+18,2022-10-21 14:27:36+00:00,dlvr.it,"Minta Dibuka Rute Penerbangan ke Nagan Raya, Pj Bupati Temui Pimpinan Citilink di Jakarta https://t.co/KpQDz8jXxh https://t.co/PjvVfq6jH1",1.0,minta dibuka rute penerbangan ke nagan raya pj bupati temui pimpinan citilink di jakarta
Meumbi_ritel,1.58e+18,2022-10-21 13:27:51+00:00,Twitter for Android,"@udin0petot @Tomka246 @stanmenfess Tetot anda salah, malah kue lebih jarang DL dibanding K/L lain yg jor joran, jangan lupakan 80% uang Harian. Ada malahan sebagian satker yg cuma boleh Batik atau Citilink maksimalnya.",1.0,tetot anda salah malah kue lebih jarang dl dibanding kl lain yg jor joran jangan lupakan uang harian ada malahan sebagian satker yg cuma boleh batik atau citilink maksimalnya
Lenlen_218,1.58e+18,2022-10-21 12:30:21+00:00,Twitter Web App,"Gegara delay ny si Citilink jd rugi eke 
Reschedule ulang flight pulang n hotel 
Transit di soetta 24 jam ðŸ¤ªðŸ¤ªðŸ¤ªðŸ¤ª",0.0,gegara delay ny si citilink jd rugi eke reschedule ulang flight pulang n hotel transit di soetta jam ðÿ¤ªðÿ¤ªðÿ¤ªðÿ¤ª
dishub_bwi,1.58e+18,2022-10-21 12:07:26+00:00,Twitter for Android,"Info Bandara BANYUWANGI

Flight Schedule Besok Sabtu 22 Oktober 2022, dua penerbangan pada Bandara Internasional Banyuwangi.

Tujuan JAKARTA dengan BATIK AIR dan CITILINK.

Demikian https://t.co/C0DlSbEVaH",1.0,info bandara banyuwangi flight schedule besok sabtu oktober dua penerbangan pada bandara internasional banyuwangi tujuan jakarta dengan batik air dan citilink demikian
Aceheksprescom,1.58e+18,2022-10-21 12:00:42+00:00,Twitter Web App,Pj Bupati Dorong Citilink Buka Rute Kualanamu-Nagan Raya https://t.co/GEcPqt0N3s,1.0,pj bupati dorong citilink buka rute kualanamunagan raya
TiketPesawatPro,1.58e+18,2022-10-21 10:27:40+00:00,twittbot.net,#tiketmurahmeriah #tiketpromo #garuda tiket pesawat murah ke bali citilink KLIK https://t.co/xaAlCMPOh2,1.0,tiket pesawat murah ke bali citilink klik
vintarrrr,1.58e+18,2022-10-21 09:51:28+00:00,Twitter for iPhone,Naek garuda tp landingnya kok lebih smooth citilink ya? ðŸ¤£ðŸ˜…,1.0,naek garuda tp landingnya kok lebih smooth citilink ya ðÿ¤£ðÿ˜…
FiorentinaFarah,1.58e+18,2022-10-21 08:36:24+00:00,Twitter for iPhone,@HOdinsyah @nrllailih WKWKWK gpp seenggaknya di citilink gratis pantun,2.0,wkwkwk gpp seenggaknya di citilink gratis pantun
DanaHarum,1.58e+18,2022-10-21 05:54:09+00:00,Twitter for Android,"@Dinurrizky Lagi naik banget Kii, biasanya ke Banjarmasin 900an dah dapet Citilink. Sekarang 1.2an ðŸ˜­",1.0,lagi naik banget kii biasanya ke banjarmasin dah dapet citilink sekarang ðÿ˜­
dinosaruyus,1.58e+18,2022-10-21 05:28:43+00:00,Twitter for iPhone,@holyterrainn @qoqorumi @txtfrombrand iya itu minusnya citilink huhu,0.0,iya itu minusnya citilink huhu
swastimaya,1.58e+18,2022-10-21 05:15:05+00:00,Twitter for iPhone,Karena kasus Ari Lasso jadi parno pake batik dong. Akhirnya beneran di reschedule jam dan diganti ke lion ðŸ« . Padahal kan sengaja cari batik meski mahalan dibanding citilink &amp; lion ðŸ˜¢,1.0,karena kasus ari lasso jadi parno pake batik dong akhirnya beneran di reschedule jam dan diganti ke lion ðÿ« padahal kan sengaja cari batik meski mahalan dibanding citilink amp lion ðÿ˜¢
ihacomingyu,1.58e+18,2022-10-21 05:09:42+00:00,Twitter for iPhone,Benci benci benci sama citilink,0.0,benci benci benci sama citilink
TiketPesawatPro,1.58e+18,2022-10-21 04:57:37+00:00,twittbot.net,#pariwisataindonesia #pariwisata_sumut #pariwisatasumutnet tiket pesawat jakarta malang citilink KLIK https://t.co/xaAlCMxF2U,1.0,tiket pesawat jakarta malang citilink klik
LuciferInChaos,1.58e+18,2022-10-21 04:02:32+00:00,Twitter for Android," @beendisappear @txtfrombrand I know. Full service kan terhitungnya. Tp ttp aja masalahnya kek gini.

Jadi msh mendingan citilink yg LCCnya garuda.",2.0,i know full service kan terhitungnya tp ttp aja masalahnya kek gini jadi msh mendingan citilink yg lccnya garuda
LuciferInChaos,1.58e+18,2022-10-21 04:01:05+00:00,Twitter for Android,"@deldheldel Wow. Iya sih tadi liat komen ada yg bilang ac-nya kayak ga nyala. Padahal dr jogja itu udah hampir penuh, cuman yg dr lampung emg ada kali 5-10 org. Aku bnrÂ² ga pernah mau naik ðŸ¦. Krn emg rute cm jkt-jogja ato semepetÂ²nya smg/solo, biasan",1.0,wow iya sih tadi liat komen ada yg bilang acnya kayak ga nyala padahal dr jogja itu udah hampir penuh cuman yg dr lampung emg ada kali org aku bnrâ² ga pernah mau naik ðÿ¦ krn emg rute cm jktjogja ato semepetâ²nya smgsolo biasan
dinosaruyus,1.58e+18,2022-10-21 03:57:44+00:00,Twitter for iPhone,"@holyterrainn @qoqorumi @txtfrombrand soalnya pengalaman pake batik sering delay dan koper penyok, abis itu beralih ke citilink ga pernah ada masalah di bagasi dan keterlambatan",2.0,soalnya pengalaman pake batik sering delay dan koper penyok abis itu beralih ke citilink ga pernah ada masalah di bagasi dan keterlambatan
Hikarimatcha,1.58e+18,2022-10-21 03:38:45+00:00,Twitter for iPhone,"@wddest @txtfrombrand Kemarin pake citilink, tiba-tiba pindah gate dari 26 (paling ujung) ke 14 dan nyadarnya di menit-menit terakhir :â€)",1.0,kemarin pake citilink tibatiba pindah gate dari paling ujung ke dan nyadarnya di menitmenit terakhir â€
raja_trip,1.58e+18,2022-10-21 03:15:48+00:00,twittbot.net,"Sedia Tiket Promo Pesawat 24jam !! "" Lion Air, Citilink, Mandala, Tiger airways, Air Asia, Sriwijaya, Merpati Airlines"" Tunggu Apa lagi !!!",1.0,sedia tiket promo pesawat lion air citilink mandala tiger airways air asia sriwijaya merpati airlines tunggu apa lagi
muharmans,1.58e+18,2022-10-21 02:57:05+00:00,Twitter for Android,"@hakan_karim @detikcom Kalo sampe dibikin lagu ya boncos juga dia. Saingannya ada Garuda, AA &amp; Citilink yg harganya relatif sama.",1.0,kalo sampe dibikin lagu ya boncos juga dia saingannya ada garuda aa amp citilink yg harganya relatif sama
pigletburst,1.58e+18,2022-10-21 02:27:28+00:00,Twitter for Android,@putriputrici @Citilink Kebetulan kmrin bru booking sist.. lewat travel.. aku cancell booking trs issued ulang,1.0,kebetulan kmrin bru booking sist lewat travel aku cancell booking trs issued ulang
elf_irha,1.58e+18,2022-10-21 01:36:36+00:00,TwitPane for Android,@SupirPete2 saya curiga pesawatnya citilink karena ini yang saya alami kemaren,0.0,saya curiga pesawatnya citilink karena ini yang saya alami kemaren
PuisiSex,1.58e+18,2022-10-21 01:31:19+00:00,twittbot.net,pernahkah pesawat citilink jatuh,1.0,pernahkah pesawat citilink jatuh
LuciferInChaos,1.58e+18,2022-10-21 01:24:52+00:00,Twitter for Android,"@chan1sa ðŸ¥² Ga bs bandingin sm ðŸ¦ group krn pengalamanku kynya cm naik batik 1x &amp; baikÂ² aja. Biasanya mo kek gmn jg, mo mahal kek, mo flight jamnya gak bgt kek, ambilnya citilink.",2.0,ðÿ¥² ga bs bandingin sm ðÿ¦ group krn pengalamanku kynya cm naik batik amp baikâ² aja biasanya mo kek gmn jg mo mahal kek mo flight jamnya gak bgt kek ambilnya citilink
LuciferInChaos,1.58e+18,2022-10-21 00:49:04+00:00,Twitter for Android,"@wddest @7VyFo @txtfrombrand Citilink bukannya LCC, kan msh murah? Walopun agak mahalan dikit drpd Lion.",2.0,citilink bukannya lcc kan msh murah walopun agak mahalan dikit drpd lion
imam_rachman_,1.58e+18,2022-10-20 23:19:43+00:00,Twitter for Android,"Peduli Lingkungan, Citilink Tanam 1.000 Bibit Pohon Mangrove di Pesisir Pantai Untia Makassar https://t.co/kwFiYsvbqY @kemenhub151 @BudiKaryaS @djpu151 @PemkotMakassar @CitilinkPromo @Citilink1 @nesya_pramugari @pramugari_ID @ikatanpilotindo @YLKI_ID @Travelers @KirimIklan_ID",2.0,peduli lingkungan citilink tanam bibit pohon mangrove di pesisir pantai untia makassar
Benyamin9haan,1.58e+18,2022-10-20 21:57:55+00:00,Twitter for iPhone," Saya selalu menghindari penerbangan dengan maskapai Lion Group, hanya pernah sekali naik Batik dari Yogyakarta-Jakarta karena pada saat itu tiket Garuda udh habis dan lanjut dengan Garuda dari Jakarta-Medan.
Lebih pilih Citilink (Group Garuda)",2.0,saya selalu menghindari penerbangan dengan maskapai lion group hanya pernah sekali naik batik dari yogyakartajakarta karena pada saat itu tiket garuda udh habis dan lanjut dengan garuda dari jakartamedan lebih pilih citilink group garuda
MKSR_INFO,1.58e+18,2022-10-20 17:27:02+00:00,dlvr.it,Citilink Tanam 1000 Bibit Pohon Mangrove di Pesisir Pantai Untia Makassar - https://t.co/m8QJhqztNY https://t.co/2VbYWerpdQ,2.0,citilink tanam bibit pohon mangrove di pesisir pantai untia makassar
yustinus_esha,1.58e+18,2022-10-20 17:03:23+00:00,Twitter Web App,"Doa Rosario, Citilink dan Tol Trans Jawa https://t.co/jh2d1UHUY8 lewat @Kesah.id",1.0,doa rosario citilink dan tol trans jawa lewat id
chan1sa,1.58e+18,2022-10-20 17:01:43+00:00,Twitter for Android,"kalo krn harus mendadak book flight ya emg lion group tuh pilihan terbaik, tapi kalo gak mendadak (alias aca masih jauh hari), better menjauhi book flight lion group deh. kata gue citilink ajasih",2.0,kalo krn harus mendadak book flight ya emg lion group tuh pilihan terbaik tapi kalo gak mendadak alias aca masih jauh hari better menjauhi book flight lion group deh kata gue citilink ajasih
Vivy34_,1.58e+18,2022-10-20 16:28:37+00:00,Twitter for Android,"@yuantikawinda @txtfrombrand Klo sepengalamanku kek voucher gratis nginap dihotel (ini undian sih), dlu aku sering dpt voucher potongan harga dr Tiket/.com (ini aku lupa ke/dari JKT aja apa ke MKS jg) sm undian apalagi satunya aku lupa 

Trus aku sering l",1.0,klo sepengalamanku kek voucher gratis nginap dihotel ini undian sih dlu aku sering dpt voucher potongan harga dr tiketcom ini aku lupa kedari jkt aja apa ke mks jg sm undian apalagi satunya aku lupa trus aku sering l
monikvexia,1.58e+18,2022-10-20 15:13:53+00:00,Twitter for iPhone,"@txtfrombrand Sekali2 nya kena reschedule pas flight pake citilink. Di jadwal jam 6.40 tiba2 jam 3 subuh di sms. Dan dimajuin jd jam 6, n jam 5 eug masih di rumah ðŸ™ðŸ¼",0.0,nya kena reschedule pas flight pake citilink di jadwal jam jam subuh di sms dan dimajuin jd jam n jam eug masih di rumah ðÿ™ðÿ¼
GopelCah,1.58e+18,2022-10-20 14:39:39+00:00,Twitter for Android,@yunitaelfishy Sdh kak ttp ga ada yg angkat sampai pulsa habis. Nelpon yg gratis juga ga ngaruh. Teman gue travel agent blg kalau lion grup susah dihubungi csnya. Dia blg better citilink atau air asia,1.0,sdh kak ttp ga ada yg angkat sampai pulsa habis nelpon yg gratis juga ga ngaruh teman gue travel agent blg kalau lion grup susah dihubungi csnya dia blg better citilink atau air asia
raja_trip,1.58e+18,2022-10-20 14:15:49+00:00,twittbot.net,"Sedia Tiket Promo Pesawat 24jam !! "" Lion Air, Citilink, Mandala, Tiger airways, Air Asia, Sriwijaya, Merpati Airlines"" Tunggu Apa lagi !!!",1.0,sedia tiket promo pesawat lion air citilink mandala tiger airways air asia sriwijaya merpati airlines tunggu apa lagi
